"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"14-May-2024","EQ","164.10","166.55","163.50","163.85","164.85","164.95","165.16","170.75","104.05","4,62,61,468","7,64,07,42,993.35","1,83,357"
"13-May-2024","EQ","162.45","164.50","158.05","162.25","164.00","163.85","161.69","170.75","104.05","3,65,61,003","5,91,16,80,494.35","2,26,641"
"10-May-2024","EQ","163.20","164.35","161.85","161.90","162.40","162.25","162.98","170.75","104.05","3,14,72,419","5,12,93,34,327.70","1,97,325"
"09-May-2024","EQ","165.95","166.70","161.50","166.05","162.00","161.90","164.05","170.75","104.05","3,02,23,088","4,95,81,23,948.30","2,53,157"
"08-May-2024","EQ","164.20","167.10","163.50","164.25","166.40","166.05","165.88","170.75","104.05","3,01,28,705","4,99,78,67,651.85","2,15,473"
"07-May-2024","EQ","167.95","167.95","162.30","167.60","164.20","164.25","164.76","170.75","104.05","4,36,11,824","7,18,56,54,180.00","2,46,880"
"06-May-2024","EQ","167.95","168.65","164.70","166.50","167.50","167.60","167.17","170.75","104.05","3,76,21,296","6,28,92,01,845.55","2,41,194"
"03-May-2024","EQ","168.95","170.75","165.15","167.35","166.50","166.50","168.13","170.75","104.05","6,25,73,586","10,52,04,00,677.30","3,11,958"
"02-May-2024","EQ","165.00","168.90","165.00","165.00","167.60","167.35","167.53","170.70","104.05","6,93,20,283","11,61,34,35,326.65","3,25,535"
"30-Apr-2024","EQ","168.40","168.40","164.50","167.40","164.75","165.00","165.94","170.70","104.05","5,50,43,389","9,13,38,38,759.10","2,46,416"
"29-Apr-2024","EQ","168.20","169.60","166.90","165.80","167.40","167.40","167.97","170.70","104.05","4,49,06,151","7,54,29,47,752.55","2,33,688"
"26-Apr-2024","EQ","168.00","170.70","165.25","167.70","166.20","165.80","167.69","170.70","104.05","6,53,55,111","10,95,95,87,744.55","3,35,513"
"25-Apr-2024","EQ","165.40","168.00","164.15","165.55","167.00","167.70","166.15","169.80","104.05","5,01,28,523","8,32,87,69,807.60","2,51,319"
"24-Apr-2024","EQ","162.45","166.90","161.45","161.15","165.70","165.55","164.89","169.80","104.05","5,98,94,921","9,87,58,69,663.50","2,85,424"
"23-Apr-2024","EQ","163.50","163.50","160.80","161.85","161.10","161.15","161.98","169.80","104.05","3,02,95,177","4,90,72,04,050.10","1,93,536"
"22-Apr-2024","EQ","163.80","164.70","161.50","162.10","162.10","161.85","162.68","169.80","104.05","3,93,04,790","6,39,42,60,034.35","2,18,374"
"19-Apr-2024","EQ","160.00","162.50","157.30","160.05","161.90","162.10","160.47","169.80","104.05","6,00,78,229","9,64,07,77,692.75","3,35,708"
"18-Apr-2024","EQ","160.90","164.00","159.15","160.05","161.20","160.05","161.96","169.80","104.05","6,80,93,672","11,02,83,07,685.70","3,42,037"
"16-Apr-2024","EQ","160.85","162.45","159.00","160.85","160.30","160.05","160.80","169.80","104.05","4,13,91,261","6,65,57,79,993.65","2,46,139"
"15-Apr-2024","EQ","161.80","164.70","158.60","163.50","161.15","160.85","161.55","169.80","104.05","6,64,26,404","10,73,14,69,727.25","3,93,289"
"12-Apr-2024","EQ","166.00","166.00","163.00","165.05","163.50","163.50","164.33","169.80","104.05","5,53,17,636","9,09,04,22,774.55","3,11,078"
"10-Apr-2024","EQ","167.30","169.20","164.50","166.00","165.10","165.05","166.69","169.80","104.05","6,41,34,758","10,69,03,58,754.00","3,52,243"
"09-Apr-2024","EQ","166.00","169.80","165.20","165.20","166.05","166.00","167.56","169.80","104.05","6,38,84,687","10,70,42,98,236.30","3,06,316"
"08-Apr-2024","EQ","166.95","166.95","164.20","163.35","164.90","165.20","165.36","166.95","104.05","4,82,55,703","7,97,94,91,102.00","2,62,899"
"05-Apr-2024","EQ","163.90","164.15","160.80","163.40","163.30","163.35","162.44","166.25","103.20","4,46,68,121","7,25,60,80,475.65","2,59,852"
"04-Apr-2024","EQ","165.55","165.95","161.00","163.65","163.95","163.40","163.29","166.25","103.20","6,10,94,750","9,97,60,16,855.60","3,46,150"
"03-Apr-2024","EQ","164.65","166.25","163.10","164.65","163.60","163.65","164.75","166.25","103.20","5,09,38,559","8,39,19,59,653.70","3,58,923"
"02-Apr-2024","EQ","162.95","165.50","161.80","163.15","164.60","164.65","163.87","165.50","103.20","6,95,33,405","11,39,43,81,243.00","3,35,307"
"01-Apr-2024","EQ","156.80","163.90","156.50","155.85","162.80","163.15","161.41","163.90","103.20","8,45,83,929","13,65,25,41,333.45","3,97,933"
"28-Mar-2024","EQ","152.70","157.00","152.70","152.70","156.20","155.85","155.17","159.15","101.65","6,25,75,327","9,71,01,20,664.75","3,29,742"
"27-Mar-2024","EQ","152.45","154.10","152.00","152.40","152.60","152.70","153.04","159.15","101.65","3,53,28,794","5,40,67,35,730.80","1,99,762"
"26-Mar-2024","EQ","151.15","153.40","150.50","151.80","152.25","152.40","152.04","159.15","101.65","5,29,65,508","8,05,29,25,286.50","2,93,448"
"22-Mar-2024","EQ","149.00","152.75","148.35","150.10","151.45","151.80","151.31","159.15","101.55","6,82,41,556","10,32,53,86,812.25","3,11,476"
"21-Mar-2024","EQ","148.00","151.20","147.80","145.65","150.20","150.10","150.09","159.15","101.55","8,42,25,737","12,64,14,13,031.40","4,39,293"
"20-Mar-2024","EQ","149.60","150.65","143.85","148.75","145.40","145.65","146.24","159.15","101.55","7,75,50,319","11,34,12,30,039.55","3,43,720"
"19-Mar-2024","EQ","149.00","152.45","147.60","149.70","148.70","148.75","149.67","159.15","101.55","10,50,04,268","15,71,61,92,714.60","5,17,768"
"18-Mar-2024","EQ","142.55","150.25","142.20","141.70","148.80","149.70","147.47","159.15","101.55","16,69,13,078","24,61,39,25,688.70","5,75,951"
"15-Mar-2024","EQ","142.90","143.70","139.85","142.45","141.80","141.70","141.75","159.15","101.55","6,84,82,621","9,70,77,07,220.45","3,40,024"
"14-Mar-2024","EQ","143.60","143.95","138.35","143.65","142.70","142.45","141.39","159.15","101.55","9,19,56,952","13,00,14,14,682.75","4,73,239"
"13-Mar-2024","EQ","152.80","152.90","142.50","152.50","143.35","143.65","146.32","159.15","101.55","7,09,37,597","10,37,94,00,488.50","3,86,517"
"12-Mar-2024","EQ","154.20","154.55","150.90","153.45","152.30","152.50","152.46","159.15","101.55","3,49,47,937","5,32,81,22,657.40","2,51,671"
"11-Mar-2024","EQ","158.90","158.90","153.00","157.25","153.75","153.45","154.27","159.15","101.55","5,41,55,385","8,35,45,83,831.05","3,50,516"
"07-Mar-2024","EQ","152.40","159.15","152.25","151.60","157.05","157.25","156.50","159.15","101.55","12,48,47,699","19,53,90,09,874.65","5,69,247"
"06-Mar-2024","EQ","151.80","152.65","147.90","151.85","151.75","151.60","149.88","156.20","101.55","5,17,82,444","7,76,11,23,617.70","2,48,968"
"05-Mar-2024","EQ","153.20","154.00","150.75","153.10","152.00","151.85","152.40","156.20","101.55","3,71,65,490","5,66,41,92,406.90","2,55,164"
"04-Mar-2024","EQ","154.90","154.90","151.05","155.25","153.00","153.10","153.02","156.20","101.55","6,75,77,785","10,34,07,52,738.50","4,53,939"
"02-Mar-2024","EQ","152.00","156.20","151.00","149.95","155.35","155.25","154.02","156.20","101.55","2,16,43,047","3,33,34,79,361.50","1,39,508"
"01-Mar-2024","EQ","143.00","150.65","143.00","140.85","150.55","149.95","147.83","150.65","101.55","12,37,09,943","18,28,82,83,973.95","4,52,172"
"29-Feb-2024","EQ","140.80","141.85","139.40","140.75","141.60","140.85","140.78","147.40","101.55","3,22,48,156","4,54,00,48,126.75","1,84,138"
"28-Feb-2024","EQ","144.05","144.95","140.05","144.20","140.70","140.75","142.20","147.40","101.55","2,07,21,926","2,94,66,18,968.40","1,94,968"
"27-Feb-2024","EQ","142.65","144.50","142.00","142.65","144.20","144.20","143.45","147.40","101.55","2,41,19,469","3,45,98,28,038.65","1,81,981"
"26-Feb-2024","EQ","145.85","145.95","142.25","145.45","142.60","142.65","143.68","147.40","101.55","2,25,70,277","3,24,28,62,425.45","1,81,967"
"23-Feb-2024","EQ","146.40","147.10","145.00","145.90","145.40","145.45","146.22","147.40","101.55","2,84,14,697","4,15,47,98,679.20","2,06,077"
"22-Feb-2024","EQ","145.00","146.15","143.50","143.90","145.95","145.90","145.05","147.40","101.55","4,67,28,176","6,77,81,28,561.45","3,01,165"
"21-Feb-2024","EQ","141.55","146.20","141.45","141.05","144.00","143.90","144.64","147.40","101.55","8,80,00,833","12,72,80,88,397.95","4,02,755"
"20-Feb-2024","EQ","141.95","142.25","140.05","141.95","141.15","141.05","140.86","147.40","101.55","2,42,91,123","3,42,15,58,010.60","1,69,579"
"19-Feb-2024","EQ","142.95","143.35","141.35","142.30","141.80","141.95","142.28","147.40","101.55","1,69,73,568","2,41,49,47,922.85","1,48,665"
"16-Feb-2024","EQ","142.05","143.45","141.50","141.20","142.25","142.30","142.68","147.40","101.55","2,23,16,127","3,18,41,04,399.85","1,59,823"
"15-Feb-2024","EQ","141.50","143.45","141.00","141.20","141.10","141.20","142.05","147.40","101.55","3,15,87,387","4,48,70,16,479.10","2,01,451"
"14-Feb-2024","EQ","137.00","141.50","135.75","137.85","141.45","141.20","138.83","147.40","101.55","2,91,41,690","4,04,58,31,003.05","2,02,721"
"13-Feb-2024","EQ","137.75","138.25","134.10","137.40","137.80","137.85","136.95","147.40","101.55","3,91,55,909","5,36,23,27,557.60","2,05,902"
"12-Feb-2024","EQ","142.00","142.95","136.65","141.30","137.50","137.40","139.16","147.40","101.55","3,64,77,544","5,07,62,68,769.20","2,19,005"
"09-Feb-2024","EQ","144.20","144.45","139.15","143.65","141.30","141.30","141.21","147.40","101.55","3,59,61,925","5,07,80,64,740.80","2,37,401"
"08-Feb-2024","EQ","145.30","145.65","143.05","144.40","143.80","143.65","144.24","147.40","101.55","3,89,97,666","5,62,49,77,247.20","2,56,373"
"07-Feb-2024","EQ","146.85","147.40","144.05","144.65","144.40","144.40","145.61","147.40","101.55","6,15,17,064","8,95,74,48,815.35","2,92,894"
"06-Feb-2024","EQ","143.00","145.10","140.45","141.55","144.60","144.65","143.03","145.10","101.55","5,31,92,936","7,60,80,22,638.70","2,56,507"
"05-Feb-2024","EQ","140.00","143.35","139.35","138.70","141.60","141.55","141.50","143.35","101.55","8,07,37,626","11,42,42,81,407.05","3,75,154"
"02-Feb-2024","EQ","135.30","139.60","134.80","134.80","138.60","138.70","137.64","141.25","101.55","6,92,96,192","9,53,80,94,505.80","3,53,725"
"01-Feb-2024","EQ","136.40","136.75","134.50","135.95","134.90","134.80","135.69","141.25","101.55","3,17,01,793","4,30,15,05,287.60","2,14,127"
"31-Jan-2024","EQ","135.00","136.70","134.50","134.70","135.95","135.95","135.84","141.25","101.55","3,60,79,354","4,90,09,53,896.15","2,17,115"
"30-Jan-2024","EQ","135.60","137.70","134.50","135.00","134.75","134.70","136.17","141.25","101.55","3,57,04,185","4,86,19,61,220.20","2,45,199"
"29-Jan-2024","EQ","134.70","135.40","133.50","133.75","135.05","135.00","134.67","141.25","101.55","2,97,45,400","4,00,56,83,022.65","1,87,551"
"25-Jan-2024","EQ","136.50","136.50","132.00","135.15","134.15","133.75","134.19","141.25","101.55","6,13,58,839","8,23,37,55,323.50","3,06,685"
"24-Jan-2024","EQ","130.20","135.55","130.10","130.10","134.90","135.15","133.35","141.25","101.55","3,93,40,119","5,24,58,53,350.90","2,16,385"
"23-Jan-2024","EQ","134.80","135.20","129.30","133.95","130.05","130.10","132.31","141.25","101.55","3,53,73,970","4,68,04,31,862.50","2,17,517"
"20-Jan-2024","EQ","134.25","135.20","133.30","134.25","133.90","133.95","134.26","141.25","101.55","1,65,78,179","2,22,57,19,129.05","1,22,378"
